# gameid,levelid,screen,fingerprint
18612,020,3,v1:cfd0d1d2000000000000000000000000d3d4d5d6000000000000000000000000d7d8d9da000000000000000000000000dbdcddde000000000000000000000000dfe0e1e2000000000000000000000000e3e4e5e6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050607080900000b0c0d0e0000000004000102030405303132333435363700080f10111213143d202122232425440d0c1e1f202122234a262728292a2b511a102d2e2f303132572c2d2e2f30315e27143c3d3e000102626333343536376b34184b4c4d1011126500010203040506411c1d1e00010203040f10111213141523fb252610111213141e1f20212223240000000020212223242d2e2f30313233000000004d4c4d4e4f3c3d3e3f404142000000005a5b5c5d5e4b4c4d4e4f5051000000006716171819161718191a1b1c00000000741a1b1c1d2425262728292a
18612,020,4,v1:cfd0d1d2000000000000000000000000d3d4d5d6000000000000000000000000d7d8d9da000000000000000000000000dbdcddde000000000000000000000000dfe0e1e2000000000000000000000000e3e4e5e60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003435363700000d0e0f1011030405060738393a3b0004666768696a000102030405060708090a0b0c0d0e0c0f101112131415161718191a1b1c1d1b1e1f202122232425262728292a2b2c2a2d2e2f303166670001020304050607083c3d3e3f4041420f10111213141516174b4c4d4e4f50511e1f20212223242526000000002324252d2e2f303132333435000000003c1b1c3c3d3e3f4041424344000102030405064b4c4d4e4f50515253101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f161718191a1b1d161718191a1b022223
18612,020,5,v1:cecfd0d10000000000000000000000ccd2d3d4d50000000000000000000000d0d6d7d8d90000000000000000000000d4dadbdcdd0000000000000000000000d8dedfe0e10000000000000000000000dce2e3e4e50000000000000000000000e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102030400000000000000000000000506070809050600000000000000000062050607080913000000000000000000101112131415160000000000000000001f202122232425000000000000000000652f30313233340000009e00000000003d3e3f404142430000006000000000004c4d4e4f5051520000006300101112131415161718191a00000000001d1e1f202122232425262700000002032a2b2c2d2e2f30313233340000610102030405060708090a0b0c0d6000100f101112131415161718191a1b00011d1d1e1f20212223242526272829
18612,024,0,v1:cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdccdcecfd0d1d2cdcecfd0d1d2d3d4d5d6d3d4d5d6d7d84c4d4e4f505152535455cdce74717275cbcccdcecfd0d1d2d3d4cfd062dedf60cdcecfd0d1d2d3d4d5d6d1d263e0e161cdcecfd0d1d2d3d4d5d6d3d484515285cdcecfd0d1d2d3d47471d5d674717275cdcecfd0d1747172728cd7d862000060cd747172737200898a8ed9da630000707172898c8d0000008990dbdc6400000000008a8e8f0000000092ddde650000000000009091000000009e747172000000000000929300000000006289000000000000009e000000000000638a000000000000000000000000000072000000000000000000000000000000000000000000000c0d0e0f10110e0000090a0b0c0d0e0f1038090a0b38090a0b08090a0b0c0d0e0f3908090a3908090a
18612,024,1,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecfd0d1d2d3d4d5d6d7d8d9da0060cdcecfd0d1d2d3d4d5d6d7d8d9da007071727374757675cdcecfd0d1d2d3008900000000000070717275cdcecfd00000000000000000000000707175cdce0000000000000000000000000070717500000000000000000000000000000070000000008e0000000000000000000000000000008c8d00000000000000000000000000008e8f0000000000000000000000000000909100000000000000000000000000009293090a0b0c0d0e0f10111200000000949508090a0b0c0d0e0f1011
18612,024,2,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074000000000000000000000000000074720000000000000000000000000000620000000000000000000000000074717200cdcecfd0d1d2d3d4d5d6d7d862000000717298009b71727398000000720000000000f9000000000089898a00000000000000000000f90000008a0000000000000000000000000000000000000000f900008e9c8f000000000000000000000000008c8b8d090a0b8e9c8f090a0b8e9c8f008d8c8e08090a8c8b8d08090a8c8b8d
18612,024,3,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000749800000071727375cd7471727374717289898a00000000707172008c008c0000008a0000000000000000009e008e0000000000000000000000000000009e000000f90000000000000000000000000000000000000000000000000000000000000000000000001b00000000000000f900000000000000bf000000191a1b1c000000000000001b530000000000000000000000000000bf63bf00000000000000008e9c8f0000c06452000000000000090a8c8b8d090a5085d4090a0b0c0d0e08098d8c8e08096061d508090a0b0c0d
18612,024,4,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074717273747575cdcecfd0d1007471727200396e00007071727375cd007200cbcccd1f0000cb000000397071000000191a1b1c1d1e1bcb6a001fcbcc0000000000001f000000191a1b1c1d1e000000000000200000000000f90000000000000000001a00000000000000f90000000000000000f900000000001b00000000000000f9000000000000001f0000001b191bcbcccdcecf006a786b20000019531b1c1d1b191a1bcb683e6921cbcc5065191a1b1c1d1b191a1b1c1d1b191ad3620000191a1b1c1b76191a1b76191a008452090a191a1b1c1d1b191a1b1c1d00616208098e9c8f191a1b1c1d1b191a
18612,024,5,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecfd0d1d2d3d4d5d6d7d8d9dadb70989a999b7175cdcecfd0d1d2d3d4d51b008a89890070717275cdcecfd0d1d2000000890000000000707175cdcecfd0000000000000000000000070717273740000000000000000000000008c009e000000000000000000000000009e0000000000000000000000000000000000000000191a1b1c1b000000000000000000000000001b191a1b000000000000f900001b76191a1b1b000000000000000000001b191a1b1c1d1b090a0b0c0d0e0f10110000001b8e9c8f08090a0b0c0d0e0f10
18612,024,6,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecf0000000000000000000000007071727300000000000000000000000000000000f9008e000000000000f900000000000000008c8d00000000000000000000000000008e8f000000000000000000f90000000090918e0000000000000000000000000092938c8d090a0b0c0d0e0f101112000094958e8f08090a0b0c0d0e0f1011
18612,024,7,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074717273747576770000000000000000628c8b8d8c8b8c8d0000000000000000638d8c8e8d9192930000000000000000648e8d8f8e9798990000000000000000658f8e908f9d9e9f0000000000000000669e9d9f90a3a4a500000000989a999b7200000091a9aaab00000000008a8989000000009e9d9e9f0000000000008a000000000000f90000000c0d0e0f10110e0000000000000000000027000000270000000000000000000000370000003700000000008e9c9d8f000038090a0b38090a0b0c0d8c8b8c8d00003908090a3908090a0b0c8d8d8e8e
18612,024,8,v1:cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc0000000000cdcecfd0d1d2d3d4d5d6d7000000000048494a4b4c4d4e4f5051520000000000c3c4c5c6c7c8c9cacbcccd00000000000000000000000000000000000000000000000000000000000000000000008d8c8b8c8d8e8f908d8c8b8c8d0000008e8d9192939495968e8d9192930000008f8e9798999a9b9c8f8e979899000000908f9d9e9fa0a1a2908f9d9e9f0000009190a3a4a5a6a7a89190a3a4a50000009291a9aaabacadae9291a9aaab0000009f9e9d9e9fa0a1a29f9e9d9e9f00f90000000000000000000000000000000000000000000000000000000000000000000000000000f9000000f90000008e9c9d9e9fa0a18f8e9c9d8f8e9c9d9e8c8b8c8d8e8f908d8c8b8c8d8c8b8c8d8d9192939495968e8d8d8e8e8d919293
18612,024,9,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008d8c8b8c8d8e8f908d8c8b8c8d0000008e8d9192939495968e8d9192930000008f8e9798999a9b9c8f8e979899000000908f9d9e9fa0a1a2908f9d9e9f0000009190a3a4a5a6a7a89190a3a4a50000009291a9aaabacadae9291a9aaab0000009f9e9d9e9fa0a1a29f9e9d9e9f000000f9000000f9000000000000000000000000000000000000000000f90000000000000000000000000000000000000000008f8e9c9d8f8e9c9d9e9fa0a18f0000008d8c8b8c8d8c8b8c8d8e8f908d0000008e8d8d8e8e8d9192939495968e
18612,024,10,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecfd0d1d2d3d40000008d8c8b8d60e0e1e2e3e4e5e6e70000008e8d8c8e61cdcecfd0d1d2d3d40000008f8e8d8f62cdcecfd0d1d2d3d4000000908f8e9063cdcecfd0d1d2d3d400000091908f9164cdcecfd0d1d2d3d4000000929190927071f5999bf5999a9b0000009f929193000000000089898a00000000009e9d9f00000000001a8a0000000000000000000000000000008b0000f9000000000000000000f900000000008e9c9d9e8f1718198e9c9d9e9fa0a18f8c8b8c8d8d8e9c8f8c8b8c8d8e8f908d8d8e8f908e8c8b8d8d9192939495968e
18612,024,11,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074717275cd000000000000000000000062dedf60cd000000000000000000000063e0e17071000000000000007471727372e2e3000000000000007471720000898aee0000007498999b71728900000000000000000062890000001a00000000000000000000720000000000000000f900000000000000000000000000000000000000000000000000000000000000000000000000000000000000f9000000000000000000000000f900000000000000000000000000000000000000000000000000000000008e9c8f090a0b0c0d0e0f1011121314158c8b8d08090a0b0c0d0e0f1011121314
18612,024,12,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074717273747576777879000000000000720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008e8f00000000000000000000000000008c8d00000000000000000000000000008d8e00000000000000000000000000008e8f00000000000000000000000000008f90090a0b0c0d0e0f10111213141516909108090a0b0c0d0e0f101112131415
18612,024,13,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008c5700000000000000000000000000008d5800000000000000000000000000008e5900000000000000000000000000008f5a0000000000000000000000000000905bad00000075aeaf76000000000000915caa00a90000060000000000000000925daba9000000650000000000000000935eac00aa0000160000000000000000945fac00ac0075aeaf7600000000000095600000000000000000000000000000966100000000000000000000000000009762000000000000000000000000000098630000000000000000
18612,024,14,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecfd0d1d2d3d400000000678d0060cdcecfd0d1d2d3d400000000688e0061cdcecfd0d1d2d3d400000000698f0062d7d8d9dadbdcddde000000006a900063cdcecfd0d1d2d3d400ad00006b910064d6d7d8d9dadbdcdd00aa00aa6c920065dfe0e1e2e3e4e5e600aba9ac6d930066e8e9eaebecedeeef00ac00006e940067f1f2f3f4f5f6f7f800ac00006f950068fafbfcfdfeff00010000000070960069030405060708090a000000007197006a0c0d0e0f10111213000000007298006b15161718191a1b1c000000007399006c1e1f202122232425
18612,10A,0,v1:cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4c4d4e4f505152535455565758595a5bcbcccdcecfd0d1d2d3d4d5d6d7d8d9da4a4b4c4d4e4f50515253545556575859c9cacbcccdcecfd0d1d2d3d4d5d6d7d848494a4b4c4d4e4f5051525354555657c7c8c9cacbcccdcecfd0d1d2d3d4d5d6464748494a4b4c4d4e4f505152535455c5c6c7c8c9cacbcccdcecfd0d1d2d3d44445464748494a4b4c4d4e4f50515253cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc393a3b3c3d3e3f404142434445464748cdcecfd0d1d2d3d4d5d6d7d8d9dadbdccdcecfd0d1d2d3d4d5d6d7d8d9807172cdcecfd0d1d2d3d4d5d6d77494009caccdcecfd0d1d2d3d4d5d6749100009d00cdcecfd08071f500d10072000000ac00cdce7494007800cf1000000000000000cd8091000000000011000000000000009400000000000000be0000000000000000000000000000001300000000000000000000000000000102030405060708090000000000001011cbcccd15161718190000000000001153cacbcc2526272829e0000000010212650506070800000000cdcecf090a0b13101112131415161718d0d1d21213141c1d1e1f202122232425
18612,10A,1,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807172737481cdcecfd0d1d2d3d4d5940000009e009200717281cdcecfd08000000000ae00000078009200717294000000000000000000000000009cac000000000000000000000000000000000000000000000000000000000000be000000000000000000000000000000000000000000000102030405060708090a0b0c0d0000001112131415161718191a1b1c1d000053000102030405060708090a0b0c000063001112131415161718191a1b1c000064522122232425262728292a2b2c0000202122232425262728292a2b2b2c00002c2d2e2f30313233343536373839000038393a3b3c3d3e3f404142434546
18612,10A,2,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000747175cdcecfd0d1d2d3d4d5d6d7d8d962009081cdcecfd0d1d2d3d4d5d67471720000920075cdcecfd0d1d2d3809100000000000060cdcecfd0d17494000000000000000061cdcecfd0809100000000000000000090d0d10094000000000000000000000000be0000000000000000ac0000000000000001000000000000000000000102030405020708090a0bac0d0e0f101112131415031779191a1b1c1d1e1f20212223242526270001cdce04052e2f220000000000000020cdcecf2425262723010203040506072cd0d1d230313233000102030405060738d3d4d53c3d3e3f
18612,10A,3,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000717275cdcecfd0d1d2d3d4d5d6d7d8d99e9f60cdce80d0000075cdcecfd0d1d2a0a17071940000bf009081cd747181cda2a3bf78000000be0000920072209200a4a5be00000000000000000000210000ae00000000000000000000000022000000000000000000000000000000be000000000000000000000000000000000000000000000000000000010203040506070000000000000000201112bf0000515200000000000000000102030085cdced4000000000000005311121330cdcecf3400000000000000642122233cd0d1d2400000000000000010090a0b48d3d4d510000000000000001c12131454d6d7d81d
18612,10A,4,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000749400000000000000000000000000749100007181cd7471727375cdcecf7472000000009200729cbe78920075cd00780203040000000000000000009071720e0f101100000000be0000000000bebf1b1c1d1e0000000000000000000000c028292a2bcbcc0000000000000000003435363738cacb000000000000000000000000000000000000000000000000000000000000000000000000000000000000ff000000000000000102030405060708560a060700000000110001020304055a66171819000000002100010203045a6a68272829
18612,10A,5,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007175cdcecfd0d1d2d3d4d5d6d7d8d9dabf60cdcecf747175cdcecfd0d1d2d3d40061cd807172bf9075cdcecfd0d1d2800070940000bf00009075cdce7471940000be000000c000000092007172bf00000000000000be000000000000bfbe0000000000000000000000000000c0000000000000000000000000000000780000000000000102030405060708090a0b0c0d0000010203040506000102030405060700101112131415161011121314151617002021222324250001020304050607080000030000580010111213141516170000000000000000202122232425262710000000000002030a0b0c0d0e0f101120
18612,10A,6,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000747175cd0000000000000000000000000100007500000000000000000000000203dd00f2000080d0000071727375cd8400010bcd7194007810be0000009075b1840000dd00000000110000000000920071720304000000001200000000000000305c5d5e0000000013000000000000794041606100000000000000000001060350510c0d00000000000000001011cdcecfd0d1d200000000000102030405060708090a0b00010203101112131415161718191a1b10111213202122232425262728292a2b1121222302521112131415161718191a5312131415162122232425262728292a6512131415163132333435363738393a0022232425264142434445464748494a
18612,10A,7,v1:000000000000000000000000000000cd0000000000000000000000000000004d000000000000000000000000000000cd0000000000000000000000000000004d000000000000000000000000000000cd0000000000000000000000000000004d000000000000000000000000000000cd0000000000000000000000000000004d000000000000000000000000000000cd0000000000000000000000000000004d0000000000000000000000000000cdcecdcecfd0d1d2d3d4d5d6d7d8d9dadbcddcdddedfe0e1e2e3e4e5e6e7e8e9eacd000000000000000000000000000000cd000000000000000000000000000000cd0075cdcecfd0d1d2d3d4d5d6d7d8d9cd0060dadbdcdddedfe0e1e2e3e4e5e6cd0061e7e8e9eaebecedeeeff0f1f2f3cd0085f4f5f6f7f8f9fafbfcfdfeff007400000000000000000000000000000062000000000000000000000000000000630000000000000000000000000000006400000000000000000000000000000084000000000000000000000000000000cd000000000000000000000000000000d4000000000000000000000000000000db000000000000000000000000000000e2
18612,10A,8,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074710000000000000000000000000080919c00000074717275cdcecf74719400000000008091ac9c9081cdce6220000000007494000000000092007172210000000091000000000000000078002200000000000000000000000000000023000000005e5f5f0000000000000000000000000060617f00000000000000000000000000030000000001a502cbcc0506070000000000000003048200cacb030405060708000000000607cd200a0b0c0d0e0f101100000000090ace2d1415161718191a1b000000000c0dcf3a1e1f202122232425
18612,10A,9,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008075cdcecfd0d1d274f5000080717294009081cdcecfd08091000094001000000000920071729400000000000011010000000000ac9c00000000000000be020000000000009d000000000000001303000000000000ac000000000000000000007900000000be000000000000cb000000000001020304050607080000ca00010203040505060708090a0b000000060708090a0b0b0c161718191a0000000c0d0e0f1011111225262728290000001213141516171718343536373800000018191a1b1c1d1d1e4344454647000000904b1f20212223245253545556000000005a25262728292a616263646500000000696a6b6c6d6e6f7071727374
18612,10A,10,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075cdcecfd0d1d2d3d4d5d6d7d8d9df2060cd8000cdcecfd0d1d2d3d4d5d6cf217094000f1071721314151617181900227800001e1f9e9f222324cdcecfd000be0000002d2ea0a131323334cdcecf00000000003c3dae3f404142434445cd00000000004b4c4d4e4f50515253545500000000005a5b5c5d5e5f60616263640000000000696a6b6c6d6e6f70717273000000000078797a7b7c7d7e7f808182000102030487880001020304050607080011121314969710111213141516171800ff020304a5a62021222324252627282021222324b4b5b603131415161718192d2e2f3031c3c4c51b1c1d1e1f2021223a3b3c3d3ed2d3d42425262728292a2b
18612,10A,11,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000cd00000080717275cdcecf7471727374810074940000000001020304059c009c090091000000000c0d0e0f1011ac019d15ac000000000018191a1b1c1dbe02ac210000000001022425262728292a032c2d01000001020330313233340000000203020085cd0304050b3a3b3ccd8401010203060708090a0b060708090a12020a0b040c0d0e0f101112131415161b031314001213141516170708090a0b241b1c1d0018191a1b1c1d18191a1b1c1d2425260030313233343528292a2b2c2d2e2f30
18612,10A,12,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f6f781cdcecfd0d1d200000000008091df00920075cdce749400000074940000cf010000900102030400000062000000000200000010781213cdce749100000000030000001f2021220075620000000000790000002e2f3031007055000000000000000203040506070020730000000054c3c60b0c0d0e0f100021000000000063cd6314151617182000220000000700c5c4651d1e1f20212100230000000000007091262728292a2200000000000000be0000000000000000000000000000000200010203040506300000000000000003101112131415163c69797a7b7c7d7e7f58212223242526480708090a0b0c0d0e0f10111213141516
18612,10A,13,v1:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000102030405060708090a0b0c0d0e000f101112131415161718191a1b1c1d001e1f202122cdcecfd0d174712a2bac002d2e2f303132cdce74719178393a3b003c3d3e3f404142717210464748494a0000000000000000780011000000003d000000000000000000011200000000000000000000000000000213000000000000000000000000000003000000000001000102030405060708090a0b0c0d1011531112131479161718191aab1c1d2021652122230000000002030405060708186202030405cd840101020304050607016322232425ce12020a0b0c0d0e0f10026432333435cf1b0313141516171819036542434445d0241b1c1d1e1f20212204
18612,10A,14,v1:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740075cdcecfd0d1d2d3d4d500008000010010110081cdcecfd0d1d20094000f00be1f2000921100010203049c00001e01022e2fbe1f207810111213ac00002d02033d3e022e2f1e1f2021220000003c033e3f40033d3e2d2e2f303100000000000000000000003c3d3e3f400000000000000000000000000273be0000000102030405060700010203040506cd101112131415161710111213141516ce1d000102030405060708090a0b0c0d0001101112ab1415161718191a1b1c1d0f10202122232425262728292a2b2c2d1e1f000102030405060708090a0b0c0d2d2e001112131415161718191a1b1c1d3c02012122232425262728292a2b2c2d1d02020405060708090a0b0c0d0e0f10
18612,10B,0,v1:cdcecfd0d1d2d3d4d5d6d7d8d9dadbdcdddedfe0e1e2e3e4e5e6e7e8e9eaebecedeeeff0f1f2f3f4f5f6f7f8f9fafbfcfdfeff000102030405060708090a0b0ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc1f202122232425262728292a2b2c2d2e7172737475767778797a7b7c7d7e7f80c3c4c5c6c7c8c9cacbcccdcecfd0d1d215161718191a1b1c1d1e1f20212223246768696a6b6c6d6e6f70717273747576b9babbbcbdbebfc0c1c2c3c4c5c6c7c8cdcecfd0d1d2d3d4d5d6d7807172f500cdcecfd0d1d2d3d4d5749400007800cfcdcecfd0d1d2d3d48091000000000000cdcecfd0d1d274940000000000000000
18612,10B,1,v1:cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5ccdcecfd0d1d2d3d4d5d6d7d8d9dadbdc4d4e4f505152535455565758595a5b5c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081cdcecfd0d1d2d3d4d5d67481cdcebf920075cdcecfd0d1d2d3809192007500000060cdcecfd0d174940000000090000000707181cdce7491000000000000
18612,10B,2,v1:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000cdcecfd0d1d2d3d4d5d6d7d8d9dadbdc75cdcecfd0d1d2d3d4d5807181cdcecfc2cdcecfd0d174717294006a92007172
